Country;Species;Production system;Herd type;Variable;Unit;Value;GAEZ
Cuba;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Cuba;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Cuba;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Cuba;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Cuba;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Cuba;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;119498957.05210319;Tropics, warm
Cuba;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;62858139.396357864;Tropics, warm
Cuba;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;459382089.9407996;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;INTAKE: Total intake;kg DM/year;1162427039.6514583;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;374921695.09477633;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;484953264.6206329;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;281860040.880474;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;20692039.0555752;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;HERD: total number of animals;heads/year;39115386.23250249;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;INTAKE: Total intake;kg DM/year;193007044.5913901;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;131244790.32214528;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;46321690.70193363;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;15440563.56731121;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;HERD: total number of animals;heads/year;1590412.281613632;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;76355165.31584972;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;114409014.46034513;Tropics, warm
Côte d'Ivoire;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;166980033.5912863;Tropics, warm
Côte d'Ivoire;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;54148663.70735137;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;HERD: total number of animals;heads/year;348214.32207170577;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;INTAKE: Total intake;kg DM/year;22864272.768303454;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;2035455.5421790374;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;11663487.96889173;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;8993845.222838027;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;171484.03439465555;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;HERD: total number of animals;heads/year;104095.2337912582;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;8225586.675350978;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;4704925.716804911;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;3438405.091792556;Tropics, warm
Côte d'Ivoire;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;82255.86675350978;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;25586770.853775106;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;25362994.426897563;Tropics, warm
Côte d'Ivoire;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;49410773.69128227;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;INTAKE: Total intake;kg DM/year;547196920.4735945;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;309013362.9680444;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;129260865.94548196;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;106951008.38924561;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;1971683.170822573;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;HERD: total number of animals;heads/year;19754906.30279708;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;INTAKE: Total intake;kg DM/year;15908671.935389038;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;10817896.916064547;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;3818081.264493369;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;1272693.7548311232;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;HERD: total number of animals;heads/year;131090.50751930528;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;16262803.791607874;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;64629805.57620622;Tropics, warm
Democratic Republic of the Congo;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;20236133.46124157;Tropics, warm
Democratic Republic of the Congo;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;4463220.066063485;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;HERD: total number of animals;heads/year;990738.5830514582;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;INTAKE: Total intake;kg DM/year;62929002.44114477;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;31453125.60918446;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;31475876.83196031;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;HERD: total number of animals;heads/year;337146.1039639948;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;29155096.369175456;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;14572277.847645974;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;14582818.52152948;Tropics, warm
Democratic Republic of the Congo;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;53751933.63458784;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;44350898.02007891;Tropics, warm
Democratic Republic of the Congo;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;112448332.0105586;Tropics, warm
Djibouti;Chickens;All systems;;INTAKE: Total intake;kg DM/year;334765637.0277958;Tropics, warm
Djibouti;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;6912866.405408939;Tropics, warm
Djibouti;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;230196073.46965986;Tropics, warm
Djibouti;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;91238574.1063039;Tropics, warm
Djibouti;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;6418123.046423085;Tropics, warm
Djibouti;Chickens;All systems;;HERD: total number of animals;heads/year;13298627.513255;Tropics, warm
Djibouti;Chickens;Layers;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Djibouti;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Djibouti;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Djibouti;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Djibouti;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Djibouti;Chickens;Layers;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Djibouti;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;72494081.83533037;Tropics, warm
Djibouti;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;16513274.347031847;Tropics, warm
Djibouti;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;4226858.693986027;Tropics, warm
Djibouti;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;0.0;Tropics, warm
Djibouti;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Dominica;Chickens;All systems;;INTAKE: Total intake;kg DM/year;6058878.237844216;Tropics, warm
Dominica;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;195883.96575093645;Tropics, warm
Dominica;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;4051997.866031523;Tropics, warm
Dominica;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;1564154.0658028165;Tropics, warm
Dominica;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;246842.3402589409;Tropics, warm
Dominica;Chickens;All systems;;HERD: total number of animals;heads/year;118391.80773191337;Tropics, warm
Dominica;Chickens;Layers;;INTAKE: Total intake;kg DM/year;2257649.5631600567;Tropics, warm
Dominica;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Dominica;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;1625507.685475241;Tropics, warm
Dominica;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;451529.91263201134;Tropics, warm
Dominica;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;180611.96505280453;Tropics, warm
Dominica;Chickens;Layers;;HERD: total number of animals;heads/year;18857.4527524812;Tropics, warm
Dominica;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;1213217.8541044793;Tropics, warm
Dominica;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;355507.1124815012;Tropics, warm
Dominica;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;1122078.3988338439;Tropics, warm
Dominica;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;823257.805081066;Tropics, warm
Dominica;Pigs;All systems;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;HERD: total number of animals;heads/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;0.0;Tropics, warm
Dominica;Pigs;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;0.0;Tropics, warm
Dominican Republic;Chickens;All systems;;INTAKE: Total intake;kg DM/year;1007150200.1920192;Tropics, warm
Dominican Republic;Chickens;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;190571782.94811374;Tropics, warm
Dominican Republic;Chickens;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;557351086.514095;Tropics, warm
Dominican Republic;Chickens;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;204061761.67345092;Tropics, warm
Dominican Republic;Chickens;All systems;;INTAKE: Total intake - Additives;kg DM/year;55165569.056359634;Tropics, warm
Dominican Republic;Chickens;All systems;;HERD: total number of animals;heads/year;78863085.54754925;Tropics, warm
Dominican Republic;Chickens;Layers;;INTAKE: Total intake;kg DM/year;689569613.2044954;Tropics, warm
Dominican Republic;Chickens;Layers;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Dominican Republic;Chickens;Layers;;INTAKE: Total intake - Grains & Food crops;kg DM/year;496490121.5072367;Tropics, warm
Dominican Republic;Chickens;Layers;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;137913922.6408991;Tropics, warm
Dominican Republic;Chickens;Layers;;INTAKE: Total intake - Additives;kg DM/year;55165569.056359634;Tropics, warm
Dominican Republic;Chickens;Layers;;HERD: total number of animals;heads/year;5759688.867635071;Tropics, warm
Dominican Republic;Chickens;All systems;;PROD: Meat - carcass weight;kg CW/year;838742855.7959386;Tropics, warm
Dominican Republic;Chickens;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;87618429.76346584;Tropics, warm
Dominican Republic;Chickens;All systems;;EMSS: Manure - CH4 from manure management;kg CO2-eq/year;370197505.8986087;Tropics, warm
Dominican Republic;Chickens;Layers;;PROD: Eggs - shell weight;kg eggs/year;251454110.29869556;Tropics, warm
Dominican Republic;Pigs;All systems;;HERD: total number of animals;heads/year;631539.8390412513;Tropics, warm
Dominican Republic;Pigs;All systems;;INTAKE: Total intake;kg DM/year;62022651.26294342;Tropics, warm
Dominican Republic;Pigs;All systems;;INTAKE: Total intake - Swill & Roughages;kg DM/year;4455549.253592567;Tropics, warm
Dominican Republic;Pigs;All systems;;INTAKE: Total intake - Grains & Food crops;kg DM/year;32719410.039653838;Tropics, warm
Dominican Republic;Pigs;All systems;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;24209185.917422965;Tropics, warm
Dominican Republic;Pigs;All systems;;INTAKE: Total intake - Additives;kg DM/year;638506.0522740494;Tropics, warm
Dominican Republic;Pigs;Intermediate;;HERD: total number of animals;heads/year;162173.1484340365;Tropics, warm
Dominican Republic;Pigs;Intermediate;;INTAKE: Total intake;kg DM/year;16084759.68791549;Tropics, warm
Dominican Republic;Pigs;Intermediate;;INTAKE: Total intake - Swill & Roughages;kg DM/year;0.0;Tropics, warm
Dominican Republic;Pigs;Intermediate;;INTAKE: Total intake - Grains & Food crops;kg DM/year;9000926.794742156;Tropics, warm
Dominican Republic;Pigs;Intermediate;;INTAKE: Total intake - Agro-industrial by-products;kg DM/year;6922985.296294179;Tropics, warm
Dominican Republic;Pigs;Intermediate;;INTAKE: Total intake - Additives;kg DM/year;160847.59687915488;Tropics, warm
Dominican Republic;Pigs;All systems;;PROD: Meat - carcass weight;kg CW/year;80204138.14160028;Tropics, warm
Dominican Republic;Pigs;All systems;;EMSS: Manure - N2O from manure management;kg CO2-eq/year;55424455.65898855;Tropics, warm
