Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
POLES ADVANCE,ADVANCE_2020_Med2C,World,Population,million,,6519.617,6930.114,7352.163,7762.174,8147.587,8509.445,8851.287,9173.93,9474.89,9750.042,9997.394,10216.471,10407.837,10580.054,10733.665,10868.609,10985.482,11087.241,11174.48,11245.415
POLES ADVANCE,ADVANCE_2030_Med2C,World,Emissions|CH4|AFOLU,Mt CH4/yr,,142.1919405,147.515869,152.1450238,157.1981667,149.358,140.3351071,119.4139048,108.1639405,103.3442619,101.1015119,101.0671786,100.184131,99.26739286,98.3205,97.3165,96.23111905,94.91870833,93.70420238,92.50316667,91.34640476
POLES ADVANCE,ADVANCE_2030_Med2C,World,Population,million,,6519.617,6930.114,7352.163,7762.174,8147.587,8509.445,8851.287,9173.93,9474.89,9750.042,9997.394,10216.471,10407.837,10580.054,10733.665,10868.609,10985.482,11087.241,11174.48,11245.415
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Emissions|CH4|AFOLU,Mt CH4/yr,,139.6531372,144.5749969,150.6513062,157.114212,136.5254822,116.9126587,96.66931152,87.95376587,81.47970581,76.01842499,,72.41596222,,68.71877289,,66.27891541,,64.00147247,,61.93017578
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Population,million,,6435.293945,6841.797852,7258.305176,7663.53418,8045.13623,8404.070313,8743.451172,9063.827148,9362.804688,9636.523438,,10101.83789,,10465.80859,,10755.29688,,10975.28223,,11135.32031
POLES EMF33,EMF33_Med2C_cost100,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
POLES EMF33,EMF33_Med2C_full,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
POLES EMF33,EMF33_Med2C_limbio,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
POLES EMF33,EMF33_Med2C_nobeccs,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
POLES EMF33,EMF33_Med2C_nofuel,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
POLES EMF33,EMF33_Med2C_none,World,Population,million,6127.699219,6514.096191,6916.183105,,7611.720215,,8261.573242,,8784.689453,,9162.884766,,9373.485352,,9438.147461,,9381.642578,,9222.657227,,8996.492188
REMIND 1.7,ADVANCE_2020_WB2C,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5003,181.6203,201.6234,211.0514,197.2774,197.5948,194.6225,192.9205,192.1259,187.8721,186.604,185.3953,,184.5141,,180.9719,,172.7165,,158.6421
REMIND 1.7,ADVANCE_2020_WB2C,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.3738,8287.5745,8565.3943,8809.9672,9018.4261,9186.5608,9311.6739,9395.1232,,9457.9448,,9399.8698,,9239.5293,,9012.2116
REMIND 1.7,CEMICS-2.0-CDR12,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5003,181.6203,201.6234,204.5662,196.909,196.122,194.5929,192.9205,187.9084,181.717,184.2896,185.3953,,184.5141,,180.9719,,172.7165,,158.6421
REMIND 1.7,CEMICS-2.0-CDR12,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5003,181.6203,201.6234,204.5662,195.8921,195.9449,191.5795,187.8169,185.6153,181.1218,184.2896,185.3953,,184.5141,,180.9719,,172.7165,,158.6421
REMIND 1.7,CEMICS-2.0-CDR8,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5714,181.5013,203.0211,210.3444,182.0209,191.0525,183.6496,188.1976,176.0768,177.5713,169.7815,170.6025,,167.2409,,160.8972,,150.3474,,135.2832
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,World,Agricultural Production,million t DM/yr,,3543.3651,4080.7188,4712.6726,5375.1316,5822.5266,6271.5251,7201.9961,8699.3123,9776.3348,10045.9448,9992.1855,9856.8003,,9657.847,,9442.7748,,9258.3393,,9139.7728
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.3738,8287.5745,8565.3943,8809.9672,9018.4261,9186.5608,9311.6739,9395.1232,,9457.9448,,9399.8698,,9239.5293,,9012.2116
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,World,Agricultural Production,million t DM/yr,,3543.3658,4080.767,4712.8414,5375.0452,6108.6436,7365.0818,9338.7777,11804.5752,14528.2958,16942.5794,18679.1501,20102.7821,,21390.0617,,21189.5346,,20327.1904,,20009.6863
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,World,Agricultural Production,million t DM/yr,,3543.3651,4080.7188,4712.1784,5374.7718,5884.1004,6487.8061,7263.4286,8254.1014,9789.6837,11787.8288,13684.3737,15180.7126,,17597.7417,,20048.0266,,21840.7269,,22277.053
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.3738,8287.5745,8565.3943,8809.9672,9018.4261,9186.5608,9311.6739,9395.1232,,9457.9448,,9399.8698,,9239.5293,,9012.2116
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,World,Agricultural Production,million t DM/yr,,3543.3661,4080.6204,4712.7198,5375.3583,6180.1144,7461.1958,8914.7972,9975.7037,10610.5142,10990.6508,11048.454,11107.1353,,10641.061,,9919.9141,,9120.6563,,8563.2193
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5793,181.5047,202.1945,217.7527,186.6869,192.6971,184.4338,188.6897,176.2775,177.7893,169.7117,170.5324,,167.3218,,161.192,,150.4374,,135.277
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,World,Population,million,,6465.587,6858.4392,7248.0137,7637.588,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,World,Agricultural Production,million t DM/yr,,3545.6032,4078.753,4636.76,5278.077,5787.1054,6213.1883,6544.2241,6925.5252,7634.3746,8654.9121,9853.5893,11106.3735,,13061.298,,14319.7345,,15144.9835,,15595.9311
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.4866,181.4238,198.6046,210.6884,221.0063,234.3163,186.359,189.3192,175.8711,177.3267,169.4511,170.2715,,167.1364,,161.057,,150.2174,,134.9861
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,World,Population,million,,6465.587,6858.4392,7248.0137,7637.588,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,World,Agricultural Production,million t DM/yr,,3545.5008,4078.1618,4635.8914,5270.4096,5675.2445,5950.82,6269.0712,6631.7608,7299.4836,8342.1613,9591.0321,10896.1479,,13032.8251,,14572.0361,,15630.1985,,16021.9724
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.6215,181.524,200.9457,213.5344,225.183,238.4149,177.524,182.8815,171.8396,174.4444,167.4258,168.531,,165.7071,,160.0633,,149.1456,,133.6025
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,World,Agricultural Production,million t DM/yr,,3545.5404,4078.8056,4635.5391,5239.4913,5592.0565,5827.3676,6546.2329,7436.9677,9134.4966,9966.9117,9874.1583,9722.621,,9453.1406,,9332.0496,,8910.1594,,8962.8554
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.6215,181.524,202.6688,216.7587,182.2955,189.1721,179.1229,183.9261,172.767,175.6508,168.7716,169.6373,,166.6425,,160.8363,,150.1043,,134.5307
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,World,Population,million,,6465.587,6858.4392,7248.0137,7637.588,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,World,Agricultural Production,million t DM/yr,,3545.5404,4078.8056,4635.7716,5277.6347,5844.5049,6338.6678,6869.0555,7629.6351,8570.5433,9309.5909,9562.4232,9539.917,,9454.0296,,9315.9533,,8848.8996,,8781.2549
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.553,181.4416,197.692,210.1894,221.154,234.1631,178.3485,182.8885,171.7892,174.61,167.5693,168.5218,,165.6675,,160.0158,,149.1246,,133.6657
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,World,Population,million,,6465.587,6858.4392,7248.0137,7637.588,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,World,Agricultural Production,million t DM/yr,,3545.4779,4078.487,4636.0721,5258.4404,5621.7694,5840.3113,6410.8078,7254.0361,8840.1302,9838.8906,9873.7433,9713.5648,,9451.4121,,9322.1654,,8855.82,,8964.6582
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.553,181.4416,197.692,210.0358,220.9674,234.0338,180.5035,182.9274,171.9575,174.8723,167.9588,168.8215,,165.8774,,160.163,,149.3153,,133.9
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,World,Population,million,,6465.587,6858.4392,7248.0137,7637.588,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,World,Agricultural Production,million t DM/yr,,3545.4779,4078.487,4636.0721,5270.5758,5674.1912,5949.4627,6350.254,7188.2746,8571.7007,9617.6429,9799.1691,9657.0774,,9447.3259,,9312.9595,,8848.0249,,8921.9485
REMIND-MAgPIE 1.7-3.0,SMP_2C_Def,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5562,181.4763,202.875,185.3002,182.3287,192.0547,184.8277,189.7112,177.8492,179.0765,170.6919,170.8392,,167.6818,,161.3052,,150.4777,,135.3303
REMIND-MAgPIE 1.7-3.0,SMP_2C_Def,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,SMP_2C_Def,World,Agricultural Production,million t DM/yr,,3545.4119,4078.5833,4622.4752,5225.8232,5675.8385,6106.8207,6583.7716,7203.5093,8216.3186,9567.1727,11096.5371,12630.1731,,14933.1859,,16369.9701,,17273.57,,17572.4768
REMIND-MAgPIE 1.7-3.0,SMP_2C_early,World,Emissions|CH4|AFOLU,Mt CH4/yr,,157.5562,181.4763,202.9239,183.9632,182.3792,192.668,186.1133,191.5479,181.3474,183.7176,176.8738,176.8269,,172.5665,,164.5472,,152.2185,,136.6042
REMIND-MAgPIE 1.7-3.0,SMP_2C_early,World,Population,million,,6465.587,6858.4392,7248.0137,7637.5883,7978.374,8287.574,8565.394,8809.967,9018.426,9186.561,9311.674,9395.123,,9457.945,,9399.87,,9239.529,,9012.212
REMIND-MAgPIE 1.7-3.0,SMP_2C_early,World,Agricultural Production,million t DM/yr,,3545.4119,4078.5833,4623.1254,5339.7292,6029.2263,6619.9727,7335.061,8422.7705,9840.0022,11223.865,12259.7734,12953.5838,,13474.8186,,13302.4239,,13049.2002,,13381.8419
WITCH-GLOBIOM 3.1,SSP1-26,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,,167.7370758,,113.4371986,,98.80031652,,93.35851825,,89.20067931,,85.34928702,,81.52382532,,77.72291363,,73.5241767
WITCH-GLOBIOM 3.1,SSP1-26,World,Population,million,,6475.09106,6868.687,,7517.782,,7999.304,,8323.014,,8462.778,,8423.916,,8232.918,,7904.034,,7450.014,,6900.876
WITCH-GLOBIOM 3.1,SSP2-26,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,,180.6109296,,118.0656752,,104.1274024,,100.1659619,,97.64520013,,95.78076673,,94.64641017,,93.43433944,,92.62589986
WITCH-GLOBIOM 3.1,SSP2-26,World,Population,million,,6475.09106,6868.679,,7612.62,,8263.42,,8788.567,,9170.602,,9386.173,,9458.336,,9408.66,,9255.299,,9033.697
WITCH-GLOBIOM 3.1,SSP4-26,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,,172.3647097,,121.7889127,,106.7719119,,93.44024261,,89.28075667,,85.45901189,,81.74692286,,77.87459547,,73.58853122
WITCH-GLOBIOM 3.1,SSP4-26,World,Population,million,,6475.09106,6868.697,,7600.985,,8235.491,,8747.297,,9136.595,,9379.106,,9490.62,,9507.299,,9455.138,,9365.414
WITCH-GLOBIOM 4.2,ADVANCE_2020_WB2C,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,174.2535466,179.1305399,131.1662232,128.7569306,115.5655536,113.3936287,112.6050837,111.6727513,98.6010633,97.20079913,96.28748185,95.24028025,94.41259664,93.60764478,92.9507641,92.27099468,91.750338,91.22667369
WITCH-GLOBIOM 4.2,ADVANCE_2020_WB2C,World,Population,million,,6396.047,6796.604,7174.698,7534.900622,7869.920995,8173.815945,8446.991124,8687.915507,8893.777156,9060.319513,9184.755219,9268.6524,9317.79976,9336.064123,9324.369068,9283.870779,9217.338525,9129.993427,9026.311563,8909.429102
WITCH-GLOBIOM 4.2,ADVANCE_2030_Price1.5C,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,174.2535466,179.1305399,185.3907176,190.4973646,107.0732635,103.9072364,102.0090836,99.98904194,98.63334023,97.23871706,96.28912727,95.24028025,94.4118874,93.60689936,92.94998066,92.27099468,91.750338,91.22667369
WITCH-GLOBIOM 4.2,ADVANCE_2030_Price1.5C,World,Population,million,,6396.047,6796.604,7174.698,7534.900622,7869.920995,8173.815945,8446.991124,8687.915507,8893.777156,9060.319513,9184.755219,9268.6524,9317.79976,9336.064123,9324.369068,9283.870779,9217.338525,9129.993427,9026.311563,8909.429102
WITCH-GLOBIOM 4.2,ADVANCE_2030_WB2C,World,Emissions|CH4|AFOLU,Mt CH4/yr,,166.378192,168.2198646,174.2535466,179.1305399,185.3907176,190.4973646,115.5655536,103.901166,102.0088078,99.9788255,98.60999992,97.23871706,96.28912727,95.24028025,94.4118874,93.60689936,92.94998066,92.27099468,91.750338,91.22667369
WITCH-GLOBIOM 4.2,ADVANCE_2030_WB2C,World,Population,million,,6396.047,6796.604,7174.698,7534.900622,7869.920995,8173.815945,8446.991124,8687.915507,8893.777156,9060.319513,9184.755219,9268.6524,9317.79976,9336.064123,9324.369068,9283.870779,9217.338525,9129.993427,9026.311563,8909.429102
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,World,Emissions|CH4|AFOLU,Mt CH4/yr,,163.3187774,157.6819436,159.7389095,163.0798416,120.463726,105.474591,96.69436231,91.8409909,86.68797463,82.06826869,,78.308545,,73.18507328,,68.77286434,,63.98155416,,59.81654105
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,World,Population,million,,6396.5534,6804.3235,7188.323,7550.113489,7886.769888,8192.326819,8467.17146,8709.750374,8917.222013,9085.309082,,9296.361066,,9366.050027,,9315.646798,,9163.027238,,8943.236681
© IAMC 1.5°C Scenario Explorer hosted by IIASA https://data.ene.iiasa.ac.at/iamc-1.5c-explorer,,,,,,,,,,,,,,,,,,,,,,,,,
