Domain,Area,Element,Item,Year,Unit,Value
Fertilizers by Nutrient,Namibia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,2849
Fertilizers by Nutrient,Nauru,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Nepal,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,43148
Fertilizers by Nutrient,Netherlands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,217959
Fertilizers by Nutrient,Netherlands Antilles (former),Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,New Caledonia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,559
Fertilizers by Nutrient,New Zealand,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,246235
Fertilizers by Nutrient,Nicaragua,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,39863
Fertilizers by Nutrient,Niger,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,4829
Fertilizers by Nutrient,Nigeria,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,263151
Fertilizers by Nutrient,Niue,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Norfolk Island,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,North Macedonia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,19444
Fertilizers by Nutrient,Northern Mariana Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Norway,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,85366
Fertilizers by Nutrient,Oman,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1255
Fertilizers by Nutrient,Pacific Islands Trust Territory,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Pakistan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,3270531
Fertilizers by Nutrient,Palau,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Palestine,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Panama,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,21601
Fertilizers by Nutrient,Papua New Guinea,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,15968
Fertilizers by Nutrient,Paraguay,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,81616
Fertilizers by Nutrient,Peru,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,223425
Fertilizers by Nutrient,Philippines,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,593226
Fertilizers by Nutrient,Pitcairn Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Poland,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1091100
Fertilizers by Nutrient,Portugal,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,100249
Fertilizers by Nutrient,Puerto Rico,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Qatar,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,81880
Fertilizers by Nutrient,Republic of Korea,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,213320.51
Fertilizers by Nutrient,Republic of Moldova,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,16355
Fertilizers by Nutrient,Réunion,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Romania,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,305757
Fertilizers by Nutrient,Russian Federation,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1192680
Fertilizers by Nutrient,Rwanda,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,94
Fertilizers by Nutrient,Saint Kitts and Nevis,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,23
Fertilizers by Nutrient,Saint Lucia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,252
Fertilizers by Nutrient,Saint Pierre and Miquelon,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
