Domain,Area,Element,Item,Year,Unit,Value
Land Use,Mali,Area,Land under temp. meadows and pastures,2010,1000 ha,361
Land Use,Mali,Area,Land with temporary fallow,2010,1000 ha,1000
Land Use,Mali,Area,Land under perm. meadows and pastures,2010,1000 ha,34640
Land Use,Malta,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Malta,Area,Land with temporary fallow,2010,1000 ha,1.01
Land Use,Malta,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Marshall Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Marshall Islands,Area,Land with temporary fallow,2010,,0
Land Use,Marshall Islands,Area,Land under perm. meadows and pastures,2010,1000 ha,3
Land Use,Martinique,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Martinique,Area,Land with temporary fallow,2010,1000 ha,2.1
Land Use,Martinique,Area,Land under perm. meadows and pastures,2010,1000 ha,19.8
Land Use,Mauritania,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mauritania,Area,Land with temporary fallow,2010,,0
Land Use,Mauritania,Area,Land under perm. meadows and pastures,2010,1000 ha,39250
Land Use,Mauritius,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mauritius,Area,Land with temporary fallow,2010,,0
Land Use,Mauritius,Area,Land under perm. meadows and pastures,2010,1000 ha,7
Land Use,Mayotte,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mayotte,Area,Land with temporary fallow,2010,1000 ha,12.9
Land Use,Mayotte,Area,Land under perm. meadows and pastures,2010,1000 ha,0.02
Land Use,Mexico,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mexico,Area,Land with temporary fallow,2010,1000 ha,6720
Land Use,Mexico,Area,Land under perm. meadows and pastures,2010,1000 ha,78666
Land Use,Micronesia (Federated States of),Area,Land under temp. meadows and pastures,2010,,0
Land Use,Micronesia (Federated States of),Area,Land with temporary fallow,2010,,0
Land Use,Micronesia (Federated States of),Area,Land under perm. meadows and pastures,2010,1000 ha,3
Land Use,Mongolia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mongolia,Area,Land with temporary fallow,2010,,0
Land Use,Mongolia,Area,Land under perm. meadows and pastures,2010,1000 ha,112971
Land Use,Montenegro,Area,Land under temp. meadows and pastures,2010,1000 ha,127
Land Use,Montenegro,Area,Land with temporary fallow,2010,1000 ha,14
Land Use,Montenegro,Area,Land under perm. meadows and pastures,2010,1000 ha,324
Land Use,Montserrat,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Montserrat,Area,Land with temporary fallow,2010,,0
Land Use,Montserrat,Area,Land under perm. meadows and pastures,2010,1000 ha,1
Land Use,Morocco,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Morocco,Area,Land with temporary fallow,2010,1000 ha,2023
Land Use,Morocco,Area,Land under perm. meadows and pastures,2010,1000 ha,21000
Land Use,Mozambique,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Mozambique,Area,Land with temporary fallow,2010,,0
Land Use,Mozambique,Area,Land under perm. meadows and pastures,2010,1000 ha,44000
Land Use,Myanmar,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Myanmar,Area,Land with temporary fallow,2010,1000 ha,241
Land Use,Myanmar,Area,Land under perm. meadows and pastures,2010,1000 ha,309
Land Use,Namibia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Namibia,Area,Land with temporary fallow,2010,,0
Land Use,Namibia,Area,Land under perm. meadows and pastures,2010,1000 ha,38000
Land Use,Nauru,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Nauru,Area,Land with temporary fallow,2010,,0
Land Use,Nauru,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Nepal,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Nepal,Area,Land with temporary fallow,2010,,0
Land Use,Nepal,Area,Land under perm. meadows and pastures,2010,1000 ha,1794
Land Use,Netherlands,Area,Land under temp. meadows and pastures,2010,1000 ha,182
Land Use,Netherlands,Area,Land with temporary fallow,2010,1000 ha,7.3
Land Use,Netherlands,Area,Land under perm. meadows and pastures,2010,1000 ha,813.3
Land Use,Netherlands Antilles (former),Area,Land under temp. meadows and pastures,2010,,0
Land Use,Netherlands Antilles (former),Area,Land with temporary fallow,2010,,0
Land Use,Netherlands Antilles (former),Area,Land under perm. meadows and pastures,2010,,0
Land Use,New Caledonia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,New Caledonia,Area,Land with temporary fallow,2010,,0
Land Use,New Caledonia,Area,Land under perm. meadows and pastures,2010,1000 ha,188
Land Use,New Zealand,Area,Land under temp. meadows and pastures,2010,,0
Land Use,New Zealand,Area,Land with temporary fallow,2010,,0
Land Use,New Zealand,Area,Land under perm. meadows and pastures,2010,1000 ha,10838
Land Use,Nicaragua,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Nicaragua,Area,Land with temporary fallow,2010,1000 ha,780
Land Use,Nicaragua,Area,Land under perm. meadows and pastures,2010,1000 ha,3200
Land Use,Niger,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Niger,Area,Land with temporary fallow,2010,,0
Land Use,Niger,Area,Land under perm. meadows and pastures,2010,1000 ha,28782
Land Use,Nigeria,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Nigeria,Area,Land with temporary fallow,2010,,0
Land Use,Nigeria,Area,Land under perm. meadows and pastures,2010,1000 ha,30300
Land Use,Niue,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Niue,Area,Land with temporary fallow,2010,,0
Land Use,Niue,Area,Land under perm. meadows and pastures,2010,1000 ha,1
Land Use,Norfolk Island,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Norfolk Island,Area,Land with temporary fallow,2010,,0
Land Use,Norfolk Island,Area,Land under perm. meadows and pastures,2010,1000 ha,1
Land Use,North Macedonia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,North Macedonia,Area,Land with temporary fallow,2010,1000 ha,137
Land Use,North Macedonia,Area,Land under perm. meadows and pastures,2010,1000 ha,670
Land Use,Northern Mariana Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Northern Mariana Islands,Area,Land with temporary fallow,2010,,0
Land Use,Northern Mariana Islands,Area,Land under perm. meadows and pastures,2010,1000 ha,1
Land Use,Norway,Area,Land under temp. meadows and pastures,2010,1000 ha,476.5
Land Use,Norway,Area,Land with temporary fallow,2010,1000 ha,1.1
Land Use,Norway,Area,Land under perm. meadows and pastures,2010,1000 ha,175.8
Land Use,Oman,Area,Land under temp. meadows and pastures,2010,1000 ha,20.4
Land Use,Oman,Area,Land with temporary fallow,2010,,0
Land Use,Oman,Area,Land under perm. meadows and pastures,2010,1000 ha,1370.6
Land Use,Pacific Islands Trust Territory,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Pacific Islands Trust Territory,Area,Land with temporary fallow,2010,,0
Land Use,Pacific Islands Trust Territory,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Pakistan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Pakistan,Area,Land with temporary fallow,2010,1000 ha,13490
Land Use,Pakistan,Area,Land under perm. meadows and pastures,2010,1000 ha,5000
Land Use,Palau,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Palau,Area,Land with temporary fallow,2010,,0
Land Use,Palau,Area,Land under perm. meadows and pastures,2010,1000 ha,2
Land Use,Palestine,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Palestine,Area,Land with temporary fallow,2010,1000 ha,6.8
Land Use,Palestine,Area,Land under perm. meadows and pastures,2010,1000 ha,150
Land Use,Panama,Area,Land under temp. meadows and pastures,2010,1000 ha,28.99
Land Use,Panama,Area,Land with temporary fallow,2010,1000 ha,285.9
Land Use,Panama,Area,Land under perm. meadows and pastures,2010,1000 ha,1509
Land Use,Papua New Guinea,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Papua New Guinea,Area,Land with temporary fallow,2010,,0
Land Use,Papua New Guinea,Area,Land under perm. meadows and pastures,2010,1000 ha,190
Land Use,Paraguay,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Paraguay,Area,Land with temporary fallow,2010,,0
Land Use,Paraguay,Area,Land under perm. meadows and pastures,2010,1000 ha,17000
Land Use,Peru,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Peru,Area,Land with temporary fallow,2010,,0
Land Use,Peru,Area,Land under perm. meadows and pastures,2010,1000 ha,18631
Land Use,Philippines,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Philippines,Area,Land with temporary fallow,2010,,0
Land Use,Philippines,Area,Land under perm. meadows and pastures,2010,1000 ha,1500
Land Use,Pitcairn Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Pitcairn Islands,Area,Land with temporary fallow,2010,,0
Land Use,Pitcairn Islands,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Poland,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Poland,Area,Land with temporary fallow,2010,1000 ha,432
Land Use,Poland,Area,Land under perm. meadows and pastures,2010,1000 ha,3230
Land Use,Portugal,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Portugal,Area,Land with temporary fallow,2010,1000 ha,339
Land Use,Portugal,Area,Land under perm. meadows and pastures,2010,1000 ha,1792.6
Land Use,Puerto Rico,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Puerto Rico,Area,Land with temporary fallow,2010,,0
Land Use,Puerto Rico,Area,Land under perm. meadows and pastures,2010,1000 ha,86.9
Land Use,Qatar,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Qatar,Area,Land with temporary fallow,2010,1000 ha,6
Land Use,Qatar,Area,Land under perm. meadows and pastures,2010,1000 ha,50
Land Use,Republic of Korea,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Republic of Korea,Area,Land with temporary fallow,2010,,0
Land Use,Republic of Korea,Area,Land under perm. meadows and pastures,2010,1000 ha,58
Land Use,Republic of Moldova,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Republic of Moldova,Area,Land with temporary fallow,2010,1000 ha,34
Land Use,Republic of Moldova,Area,Land under perm. meadows and pastures,2010,1000 ha,353
Land Use,Réunion,Area,Land under temp. meadows and pastures,2010,1000 ha,1.4
Land Use,Réunion,Area,Land with temporary fallow,2010,1000 ha,0.7
Land Use,Réunion,Area,Land under perm. meadows and pastures,2010,1000 ha,10.6
Land Use,Romania,Area,Land under temp. meadows and pastures,2010,1000 ha,851
Land Use,Romania,Area,Land with temporary fallow,2010,1000 ha,1339
Land Use,Romania,Area,Land under perm. meadows and pastures,2010,1000 ha,4547
Land Use,Russian Federation,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Russian Federation,Area,Land with temporary fallow,2010,,0
Land Use,Russian Federation,Area,Land under perm. meadows and pastures,2010,1000 ha,93302
Land Use,Rwanda,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Rwanda,Area,Land with temporary fallow,2010,,0
Land Use,Rwanda,Area,Land under perm. meadows and pastures,2010,1000 ha,430
Land Use,"Saint Helena, Ascension and Tristan da Cunha",Area,Land under temp. meadows and pastures,2010,,0
Land Use,"Saint Helena, Ascension and Tristan da Cunha",Area,Land with temporary fallow,2010,,0
Land Use,"Saint Helena, Ascension and Tristan da Cunha",Area,Land under perm. meadows and pastures,2010,1000 ha,8
Land Use,Saint Kitts and Nevis,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Saint Kitts and Nevis,Area,Land with temporary fallow,2010,,0
Land Use,Saint Kitts and Nevis,Area,Land under perm. meadows and pastures,2010,1000 ha,1.1
Land Use,Saint Lucia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Saint Lucia,Area,Land with temporary fallow,2010,,0
Land Use,Saint Lucia,Area,Land under perm. meadows and pastures,2010,1000 ha,0.6
Land Use,Saint Pierre and Miquelon,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Saint Pierre and Miquelon,Area,Land with temporary fallow,2010,,0
Land Use,Saint Pierre and Miquelon,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Saint Vincent and the Grenadines,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Saint Vincent and the Grenadines,Area,Land with temporary fallow,2010,,0
Land Use,Saint Vincent and the Grenadines,Area,Land under perm. meadows and pastures,2010,1000 ha,2
Land Use,Samoa,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Samoa,Area,Land with temporary fallow,2010,,0
Land Use,Samoa,Area,Land under perm. meadows and pastures,2010,1000 ha,5
Land Use,San Marino,Area,Land under temp. meadows and pastures,2010,,0
Land Use,San Marino,Area,Land with temporary fallow,2010,,0
Land Use,San Marino,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Sao Tome and Principe,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sao Tome and Principe,Area,Land with temporary fallow,2010,,0
Land Use,Sao Tome and Principe,Area,Land under perm. meadows and pastures,2010,1000 ha,1
Land Use,Saudi Arabia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Saudi Arabia,Area,Land with temporary fallow,2010,,0
Land Use,Saudi Arabia,Area,Land under perm. meadows and pastures,2010,1000 ha,170000
Land Use,Senegal,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Senegal,Area,Land with temporary fallow,2010,1000 ha,800
Land Use,Senegal,Area,Land under perm. meadows and pastures,2010,1000 ha,5600
Land Use,Serbia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Serbia,Area,Land with temporary fallow,2010,1000 ha,23.3
Land Use,Serbia,Area,Land under perm. meadows and pastures,2010,1000 ha,677.2
Land Use,Serbia and Montenegro,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Serbia and Montenegro,Area,Land with temporary fallow,2010,,0
Land Use,Serbia and Montenegro,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Seychelles,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Seychelles,Area,Land with temporary fallow,2010,,0
Land Use,Seychelles,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Sierra Leone,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sierra Leone,Area,Land with temporary fallow,2010,,0
Land Use,Sierra Leone,Area,Land under perm. meadows and pastures,2010,1000 ha,2200
Land Use,Singapore,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Singapore,Area,Land with temporary fallow,2010,,0
Land Use,Singapore,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Slovakia,Area,Land under temp. meadows and pastures,2010,1000 ha,69.1
Land Use,Slovakia,Area,Land with temporary fallow,2010,1000 ha,11.3
Land Use,Slovakia,Area,Land under perm. meadows and pastures,2010,1000 ha,527.3
Land Use,Slovenia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Slovenia,Area,Land with temporary fallow,2010,,0
Land Use,Slovenia,Area,Land under perm. meadows and pastures,2010,1000 ha,387.55
Land Use,Solomon Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Solomon Islands,Area,Land with temporary fallow,2010,,0
Land Use,Solomon Islands,Area,Land under perm. meadows and pastures,2010,1000 ha,8
Land Use,Somalia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Somalia,Area,Land with temporary fallow,2010,,0
Land Use,Somalia,Area,Land under perm. meadows and pastures,2010,1000 ha,43000
Land Use,South Africa,Area,Land under temp. meadows and pastures,2010,1000 ha,20
Land Use,South Africa,Area,Land with temporary fallow,2010,1000 ha,150
Land Use,South Africa,Area,Land under perm. meadows and pastures,2010,1000 ha,83928
Land Use,South Sudan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,South Sudan,Area,Land with temporary fallow,2010,,0
Land Use,South Sudan,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Spain,Area,Land under temp. meadows and pastures,2010,1000 ha,1041
Land Use,Spain,Area,Land with temporary fallow,2010,1000 ha,3810
Land Use,Spain,Area,Land under perm. meadows and pastures,2010,1000 ha,10324
Land Use,Sri Lanka,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sri Lanka,Area,Land with temporary fallow,2010,,0
Land Use,Sri Lanka,Area,Land under perm. meadows and pastures,2010,1000 ha,440
Land Use,Sudan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sudan,Area,Land with temporary fallow,2010,,0
Land Use,Sudan,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Sudan (former),Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sudan (former),Area,Land with temporary fallow,2010,1000 ha,705.6
Land Use,Sudan (former),Area,Land under perm. meadows and pastures,2010,1000 ha,117227
Land Use,Suriname,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Suriname,Area,Land with temporary fallow,2010,,0
Land Use,Suriname,Area,Land under perm. meadows and pastures,2010,1000 ha,17.3
Land Use,Sweden,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Sweden,Area,Land with temporary fallow,2010,1000 ha,177
Land Use,Sweden,Area,Land under perm. meadows and pastures,2010,1000 ha,451
Land Use,Switzerland,Area,Land under temp. meadows and pastures,2010,1000 ha,131.8
Land Use,Switzerland,Area,Land with temporary fallow,2010,1000 ha,2.3
Land Use,Switzerland,Area,Land under perm. meadows and pastures,2010,1000 ha,1106.1
Land Use,Syrian Arab Republic,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Syrian Arab Republic,Area,Land with temporary fallow,2010,1000 ha,903
Land Use,Syrian Arab Republic,Area,Land under perm. meadows and pastures,2010,1000 ha,8212
Land Use,Tajikistan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Tajikistan,Area,Land with temporary fallow,2010,1000 ha,29.7
Land Use,Tajikistan,Area,Land under perm. meadows and pastures,2010,1000 ha,3875
Land Use,Thailand,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Thailand,Area,Land with temporary fallow,2010,,0
Land Use,Thailand,Area,Land under perm. meadows and pastures,2010,1000 ha,800
Land Use,Timor-Leste,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Timor-Leste,Area,Land with temporary fallow,2010,,0
Land Use,Timor-Leste,Area,Land under perm. meadows and pastures,2010,1000 ha,150
Land Use,Togo,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Togo,Area,Land with temporary fallow,2010,,0
Land Use,Togo,Area,Land under perm. meadows and pastures,2010,1000 ha,1000
Land Use,Tokelau,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Tokelau,Area,Land with temporary fallow,2010,,0
Land Use,Tokelau,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Tonga,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Tonga,Area,Land with temporary fallow,2010,,0
Land Use,Tonga,Area,Land under perm. meadows and pastures,2010,1000 ha,4
Land Use,Trinidad and Tobago,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Trinidad and Tobago,Area,Land with temporary fallow,2010,,0
Land Use,Trinidad and Tobago,Area,Land under perm. meadows and pastures,2010,1000 ha,7
Land Use,Tunisia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Tunisia,Area,Land with temporary fallow,2010,1000 ha,869
Land Use,Tunisia,Area,Land under perm. meadows and pastures,2010,1000 ha,4852
Land Use,Turkey,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Turkey,Area,Land with temporary fallow,2010,1000 ha,4249
Land Use,Turkey,Area,Land under perm. meadows and pastures,2010,1000 ha,14617
Land Use,Turkmenistan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Turkmenistan,Area,Land with temporary fallow,2010,,0
Land Use,Turkmenistan,Area,Land under perm. meadows and pastures,2010,1000 ha,32000
Land Use,Turks and Caicos Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Turks and Caicos Islands,Area,Land with temporary fallow,2010,,0
Land Use,Turks and Caicos Islands,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Tuvalu,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Tuvalu,Area,Land with temporary fallow,2010,,0
Land Use,Tuvalu,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Uganda,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Uganda,Area,Land with temporary fallow,2010,,0
Land Use,Uganda,Area,Land under perm. meadows and pastures,2010,1000 ha,5315
Land Use,Ukraine,Area,Land under temp. meadows and pastures,2010,1000 ha,1212
Land Use,Ukraine,Area,Land with temporary fallow,2010,1000 ha,1465
Land Use,Ukraine,Area,Land under perm. meadows and pastures,2010,1000 ha,7893
Land Use,United Arab Emirates,Area,Land under temp. meadows and pastures,2010,,0
Land Use,United Arab Emirates,Area,Land with temporary fallow,2010,1000 ha,16.3
Land Use,United Arab Emirates,Area,Land under perm. meadows and pastures,2010,1000 ha,305
Land Use,United Kingdom,Area,Land under temp. meadows and pastures,2010,1000 ha,1232
Land Use,United Kingdom,Area,Land with temporary fallow,2010,1000 ha,174
Land Use,United Kingdom,Area,Land under perm. meadows and pastures,2010,1000 ha,11208
Land Use,United Republic of Tanzania,Area,Land under temp. meadows and pastures,2010,,0
Land Use,United Republic of Tanzania,Area,Land with temporary fallow,2010,,0
Land Use,United Republic of Tanzania,Area,Land under perm. meadows and pastures,2010,1000 ha,24000
Land Use,United States of America,Area,Land under temp. meadows and pastures,2010,1000 ha,8899.6
Land Use,United States of America,Area,Land with temporary fallow,2010,1000 ha,14980.7
Land Use,United States of America,Area,Land under perm. meadows and pastures,2010,1000 ha,249950.5
Land Use,United States Virgin Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,United States Virgin Islands,Area,Land with temporary fallow,2010,,0
Land Use,United States Virgin Islands,Area,Land under perm. meadows and pastures,2010,1000 ha,2
Land Use,Uruguay,Area,Land under temp. meadows and pastures,2010,1000 ha,505
Land Use,Uruguay,Area,Land with temporary fallow,2010,1000 ha,208
Land Use,Uruguay,Area,Land under perm. meadows and pastures,2010,1000 ha,12362
Land Use,USSR,Area,Land under temp. meadows and pastures,2010,,0
Land Use,USSR,Area,Land with temporary fallow,2010,,0
Land Use,USSR,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Uzbekistan,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Uzbekistan,Area,Land with temporary fallow,2010,,0
Land Use,Uzbekistan,Area,Land under perm. meadows and pastures,2010,1000 ha,21067
Land Use,Vanuatu,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Vanuatu,Area,Land with temporary fallow,2010,,0
Land Use,Vanuatu,Area,Land under perm. meadows and pastures,2010,1000 ha,42
Land Use,Venezuela (Bolivarian Republic of),Area,Land under temp. meadows and pastures,2010,,0
Land Use,Venezuela (Bolivarian Republic of),Area,Land with temporary fallow,2010,,0
Land Use,Venezuela (Bolivarian Republic of),Area,Land under perm. meadows and pastures,2010,1000 ha,18200
Land Use,Viet Nam,Area,Land under temp. meadows and pastures,2010,1000 ha,42.7
Land Use,Viet Nam,Area,Land with temporary fallow,2010,,0
Land Use,Viet Nam,Area,Land under perm. meadows and pastures,2010,1000 ha,642
Land Use,Wallis and Futuna Islands,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Wallis and Futuna Islands,Area,Land with temporary fallow,2010,,0
Land Use,Wallis and Futuna Islands,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Western Sahara,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Western Sahara,Area,Land with temporary fallow,2010,,0
Land Use,Western Sahara,Area,Land under perm. meadows and pastures,2010,1000 ha,5000
Land Use,Yemen,Area,Land under temp. meadows and pastures,2010,1000 ha,18
Land Use,Yemen,Area,Land with temporary fallow,2010,1000 ha,100
Land Use,Yemen,Area,Land under perm. meadows and pastures,2010,1000 ha,22000
Land Use,Yugoslav SFR,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Yugoslav SFR,Area,Land with temporary fallow,2010,,0
Land Use,Yugoslav SFR,Area,Land under perm. meadows and pastures,2010,,0
Land Use,Zambia,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Zambia,Area,Land with temporary fallow,2010,,0
Land Use,Zambia,Area,Land under perm. meadows and pastures,2010,1000 ha,20000
Land Use,Zimbabwe,Area,Land under temp. meadows and pastures,2010,,0
Land Use,Zimbabwe,Area,Land with temporary fallow,2010,,0
Land Use,Zimbabwe,Area,Land under perm. meadows and pastures,2010,1000 ha,12100
