Domain,Area,Element,Item,Year,Unit,Value
Fertilizers indicators,Nauru,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Nepal,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,18.5
Fertilizers indicators,Netherlands,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,205.82
Fertilizers indicators,Netherlands Antilles (former),Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,New Caledonia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,52.74
Fertilizers indicators,New Zealand,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Nicaragua,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,21.83
Fertilizers indicators,Niger,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,0.32
Fertilizers indicators,Nigeria,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,6.63
Fertilizers indicators,Niue,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Norfolk Island,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,North Macedonia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,43.31
Fertilizers indicators,Northern Mariana Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Norway,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,102.84
Fertilizers indicators,Oman,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,17.29
Fertilizers indicators,Pacific Islands Trust Territory,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Pakistan,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,108.15
Fertilizers indicators,Palau,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Palestine,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
