Production,Productivity,SForest,AD,Sharvest,Rewetting,Total emission,CH4
High,HighLow,0,High,0,0,36095.75687508462,700.0516266416504
High,HighLow,0,High,0,25,36095.94885248114,700.0516266416504
High,HighLow,0,High,0,50,36096.14082987765,700.0516266416504
High,HighLow,0,High,0,75,36096.332807274164,700.0516266416504
High,HighLow,0,High,0,100,36096.52478467068,700.0516266416504
High,HighLow,0,High,20,0,37177.60591872571,700.0516266416504
High,HighLow,0,High,20,25,37177.79789612223,700.0516266416504
High,HighLow,0,High,20,50,37177.989873518745,700.0516266416504
High,HighLow,0,High,20,75,37178.18185091526,700.0516266416504
High,HighLow,0,High,20,100,37178.37382831177,700.0516266416504
High,HighLow,0,High,50,0,38800.37948418692,700.0516266416504
High,HighLow,0,High,50,25,38800.57146158344,700.0516266416504
High,HighLow,0,High,50,50,38800.76343897995,700.0516266416504
High,HighLow,0,High,50,75,38800.95541637646,700.0516266416504
High,HighLow,0,High,50,100,38801.147393772975,700.0516266416504
High,HighLow,0,High,83,0,40585.43040619451,700.0516266416504
High,HighLow,0,High,83,25,40585.62238359103,700.0516266416504
High,HighLow,0,High,83,50,40585.81436098754,700.0516266416504
High,HighLow,0,High,83,75,40586.00633838405,700.0516266416504
High,HighLow,0,High,83,100,40586.198315780566,700.0516266416504
High,HighLow,0,Low,0,0,36096.96052347132,700.0516266416504
High,HighLow,0,Low,0,25,36096.85158877116,700.0516266416504
High,HighLow,0,Low,0,50,36096.742654071,700.0516266416504
High,HighLow,0,Low,0,75,36096.63371937084,700.0516266416504
High,HighLow,0,Low,0,100,36096.52478467068,700.0516266416504
High,HighLow,0,Low,20,0,37178.80956711242,700.0516266416504
High,HighLow,0,Low,20,25,37178.700632412256,700.0516266416504
High,HighLow,0,Low,20,50,37178.591697712094,700.0516266416504
High,HighLow,0,Low,20,75,37178.48276301193,700.0516266416504
High,HighLow,0,Low,20,100,37178.37382831177,700.0516266416504
High,HighLow,0,Low,50,0,38801.58313257362,700.0516266416504
High,HighLow,0,Low,50,25,38801.47419787346,700.0516266416504
High,HighLow,0,Low,50,50,38801.3652631733,700.0516266416504
High,HighLow,0,Low,50,75,38801.25632847314,700.0516266416504
High,HighLow,0,Low,50,100,38801.147393772975,700.0516266416504
High,HighLow,0,Low,83,0,40586.63405458121,700.0516266416504
High,HighLow,0,Low,83,25,40586.52511988105,700.0516266416504
High,HighLow,0,Low,83,50,40586.41618518089,700.0516266416504
High,HighLow,0,Low,83,75,40586.30725048073,700.0516266416504
High,HighLow,0,Low,83,100,40586.198315780566,700.0516266416504
High,HighLow,25,High,0,0,36095.94885248114,700.0516266416504
High,HighLow,25,High,0,25,36096.09283552852,700.0516266416504
High,HighLow,25,High,0,50,36096.236818575904,700.0516266416504
High,HighLow,25,High,0,75,36096.380801623294,700.0516266416504
High,HighLow,25,High,0,100,36096.52478467068,700.0516266416504
High,HighLow,25,High,20,0,37177.79789612223,700.0516266416504
High,HighLow,25,High,20,25,37177.941879169615,700.0516266416504
High,HighLow,25,High,20,50,37178.085862217,700.0516266416504
High,HighLow,25,High,20,75,37178.22984526439,700.0516266416504
High,HighLow,25,High,20,100,37178.37382831177,700.0516266416504
High,HighLow,25,High,50,0,38800.57146158344,700.0516266416504
High,HighLow,25,High,50,25,38800.71544463082,700.0516266416504
High,HighLow,25,High,50,50,38800.8594276782,700.0516266416504
High,HighLow,25,High,50,75,38801.00341072559,700.0516266416504
High,HighLow,25,High,50,100,38801.147393772975,700.0516266416504
High,HighLow,25,High,83,0,36469.46889198142,697.3076668090337
High,HighLow,25,High,83,25,36469.612875028804,697.3076668090337
High,HighLow,25,High,83,50,36469.75685807619,697.3076668090337
High,HighLow,25,High,83,75,36469.90084112358,697.3076668090337
High,HighLow,25,High,83,100,36470.04482417096,697.3076668090337
High,HighLow,25,Low,0,0,36096.85158877116,700.0516266416504
High,HighLow,25,Low,0,25,36096.76988774604,700.0516266416504
High,HighLow,25,Low,0,50,36096.68818672092,700.0516266416504
High,HighLow,25,Low,0,75,36096.6064856958,700.0516266416504
High,HighLow,25,Low,0,100,36096.52478467068,700.0516266416504
High,HighLow,25,Low,20,0,37178.700632412256,700.0516266416504
High,HighLow,25,Low,20,25,37178.61893138714,700.0516266416504
High,HighLow,25,Low,20,50,37178.53723036202,700.0516266416504
High,HighLow,25,Low,20,75,37178.45552933689,700.0516266416504
High,HighLow,25,Low,20,100,37178.37382831177,700.0516266416504
High,HighLow,25,Low,50,0,38801.47419787346,700.0516266416504
High,HighLow,25,Low,50,25,38801.39249684834,700.0516266416504
High,HighLow,25,Low,50,50,38801.31079582322,700.0516266416504
High,HighLow,25,Low,50,75,38801.229094798095,700.0516266416504
High,HighLow,25,Low,50,100,38801.147393772975,700.0516266416504
High,HighLow,25,Low,83,0,40586.52511988105,700.0516266416504
High,HighLow,25,Low,83,25,40586.44341885593,700.0516266416504
High,HighLow,25,Low,83,50,40586.36171783081,700.0516266416504
High,HighLow,25,Low,83,75,40586.280016805686,700.0516266416504
High,HighLow,25,Low,83,100,40586.198315780566,700.0516266416504
High,HighLow,50,High,0,0,36096.14082987765,700.0516266416504
High,HighLow,50,High,0,25,36096.236818575904,700.0516266416504
High,HighLow,50,High,0,50,36096.332807274164,700.0516266416504
High,HighLow,50,High,0,75,36096.42879597242,700.0516266416504
High,HighLow,50,High,0,100,36096.52478467068,700.0516266416504
High,HighLow,50,High,20,0,37177.989873518745,700.0516266416504
High,HighLow,50,High,20,25,37178.085862217,700.0516266416504
High,HighLow,50,High,20,50,37178.18185091526,700.0516266416504
High,HighLow,50,High,20,75,37178.27783961351,700.0516266416504
High,HighLow,50,High,20,100,37178.37382831177,700.0516266416504
High,HighLow,50,High,50,0,38800.76343897995,700.0516266416504
High,HighLow,50,High,50,25,38800.8594276782,700.0516266416504
High,HighLow,50,High,50,50,38800.95541637646,700.0516266416504
High,HighLow,50,High,50,75,38801.051405074715,700.0516266416504
High,HighLow,50,High,50,100,38801.147393772975,700.0516266416504
High,HighLow,50,High,83,0,40585.81436098754,700.0516266416504
High,HighLow,50,High,83,25,40585.91034968579,700.0516266416504
High,HighLow,50,High,83,50,40586.00633838405,700.0516266416504
High,HighLow,50,High,83,75,40586.102327082306,700.0516266416504
High,HighLow,50,High,83,100,40586.198315780566,700.0516266416504
High,HighLow,50,Low,0,0,36096.742654071,700.0516266416504
High,HighLow,50,Low,0,25,36096.68818672092,700.0516266416504
High,HighLow,50,Low,0,50,36096.63371937084,700.0516266416504
High,HighLow,50,Low,0,75,36096.57925202076,700.0516266416504
High,HighLow,50,Low,0,100,36096.52478467068,700.0516266416504
High,HighLow,50,Low,20,0,37178.591697712094,700.0516266416504
High,HighLow,50,Low,20,25,37178.53723036202,700.0516266416504
High,HighLow,50,Low,20,50,37178.48276301193,700.0516266416504
High,HighLow,50,Low,20,75,37178.428295661855,700.0516266416504
High,HighLow,50,Low,20,100,37178.37382831177,700.0516266416504
High,HighLow,50,Low,50,0,38801.3652631733,700.0516266416504
High,HighLow,50,Low,50,25,38801.31079582322,700.0516266416504
High,HighLow,50,Low,50,50,38801.25632847314,700.0516266416504
High,HighLow,50,Low,50,75,38801.20186112306,700.0516266416504
High,HighLow,50,Low,50,100,38801.147393772975,700.0516266416504
High,HighLow,50,Low,83,0,40586.41618518089,700.0516266416504
High,HighLow,50,Low,83,25,40586.36171783081,700.0516266416504
High,HighLow,50,Low,83,50,40586.30725048073,700.0516266416504
High,HighLow,50,Low,83,75,40586.25278313065,700.0516266416504
High,HighLow,50,Low,83,100,40586.198315780566,700.0516266416504
High,HighLow,75,High,0,0,36096.332807274164,700.0516266416504
High,HighLow,75,High,0,25,36096.380801623294,700.0516266416504
High,HighLow,75,High,0,50,36096.42879597242,700.0516266416504
High,HighLow,75,High,0,75,36096.47679032155,700.0516266416504
High,HighLow,75,High,0,100,36096.52478467068,700.0516266416504
High,MediumHigh,0,High,0,0,34009.700604378224,587.87171184795
High,MediumHigh,0,High,0,25,34008.940782315854,587.87171184795
High,MediumHigh,0,High,0,50,34008.180960253485,587.87171184795
High,MediumHigh,0,High,0,75,34007.42113819112,587.87171184795
High,MediumHigh,0,High,0,100,34006.66131612875,587.87171184795
High,MediumHigh,0,High,20,0,35091.54964801932,587.87171184795
High,MediumHigh,0,High,20,25,35090.78982595695,587.87171184795
High,MediumHigh,0,High,20,50,35090.03000389458,587.87171184795
High,MediumHigh,0,High,20,75,35089.27018183222,587.87171184795
High,MediumHigh,0,High,20,100,35088.51035976985,587.87171184795
High,MediumHigh,0,High,50,0,36714.32321348052,587.87171184795
High,MediumHigh,0,High,50,25,36713.56339141815,587.87171184795
High,MediumHigh,0,High,50,50,36712.80356935578,587.87171184795
High,MediumHigh,0,High,50,75,36712.04374729342,587.87171184795
High,MediumHigh,0,High,50,100,36711.28392523105,587.87171184795
High,MediumHigh,0,High,83,0,38499.37413548811,587.87171184795
High,MediumHigh,0,High,83,25,38498.61431342574,587.87171184795
High,MediumHigh,0,High,83,50,38497.854491363374,587.87171184795
High,MediumHigh,0,High,83,75,38497.09466930101,587.87171184795
High,MediumHigh,0,High,83,100,38496.33484723864,587.87171184795
High,MediumHigh,0,Low,0,0,34006.481422864716,587.87171184795
High,MediumHigh,0,Low,0,25,34006.52639618072,587.87171184795
High,MediumHigh,0,Low,0,50,34006.571369496734,587.87171184795
High,MediumHigh,0,Low,0,75,34006.61634281274,587.87171184795
High,MediumHigh,0,Low,0,100,34006.66131612875,587.87171184795
High,MediumHigh,0,Low,20,0,35088.33046650581,587.87171184795
High,MediumHigh,0,Low,20,25,35088.375439821815,587.87171184795
High,MediumHigh,0,Low,20,50,35088.42041313783,587.87171184795
High,MediumHigh,0,Low,20,75,35088.465386453834,587.87171184795
High,MediumHigh,0,Low,20,100,35088.51035976985,587.87171184795
High,MediumHigh,0,Low,50,0,36711.104031967014,587.87171184795
High,MediumHigh,0,Low,50,25,36711.14900528302,587.87171184795
High,MediumHigh,0,Low,50,50,36711.19397859903,587.87171184795
High,MediumHigh,0,Low,50,75,36711.23895191504,587.87171184795
High,MediumHigh,0,Low,50,100,36711.28392523105,587.87171184795
High,MediumHigh,0,Low,83,0,38496.154953974605,587.87171184795
High,MediumHigh,0,Low,83,25,38496.19992729061,587.87171184795
High,MediumHigh,0,Low,83,50,38496.24490060662,587.87171184795
High,MediumHigh,0,Low,83,75,38496.28987392263,587.87171184795
High,MediumHigh,0,Low,83,100,38496.33484723864,587.87171184795
High,MediumHigh,100,High,0,0,34006.66131612875,587.87171184795
High,MediumHigh,100,High,0,25,34006.66131612875,587.87171184795
High,MediumHigh,100,High,0,50,34006.66131612875,587.87171184795
High,MediumHigh,100,High,0,75,34006.66131612875,587.87171184795
High,MediumHigh,100,High,0,100,34006.66131612875,587.87171184795
High,MediumHigh,100,High,20,0,35088.51035976985,587.87171184795
High,MediumHigh,100,High,20,25,35088.51035976985,587.87171184795
High,MediumHigh,100,High,20,50,35088.51035976985,587.87171184795
High,MediumHigh,100,High,20,75,35088.51035976985,587.87171184795
High,MediumHigh,100,High,20,100,35088.51035976985,587.87171184795
High,MediumHigh,100,High,50,0,36711.28392523105,587.87171184795
High,MediumHigh,100,High,50,25,36711.28392523105,587.87171184795
High,MediumHigh,100,High,50,50,36711.28392523105,587.87171184795
High,MediumHigh,100,High,50,75,36711.28392523105,587.87171184795
High,MediumHigh,100,High,50,100,36711.28392523105,587.87171184795
High,MediumHigh,100,High,83,0,38496.33484723864,587.87171184795
High,MediumHigh,100,High,83,25,38496.33484723864,587.87171184795
High,MediumHigh,100,High,83,50,38496.33484723864,587.87171184795
High,MediumHigh,100,High,83,75,38496.33484723864,587.87171184795
High,MediumHigh,100,High,83,100,38496.33484723864,587.87171184795
High,MediumHigh,100,Low,0,0,34006.66131612875,587.87171184795
High,MediumHigh,100,Low,0,25,34006.66131612875,587.87171184795
High,MediumHigh,100,Low,0,50,34006.66131612875,587.87171184795
High,MediumHigh,100,Low,0,75,34006.66131612875,587.87171184795
High,MediumHigh,100,Low,0,100,34006.66131612875,587.87171184795
High,MediumHigh,100,Low,20,0,35088.51035976985,587.87171184795
High,MediumHigh,100,Low,20,25,35088.51035976985,587.87171184795
High,MediumHigh,100,Low,20,50,35088.51035976985,587.87171184795
High,MediumHigh,100,Low,20,75,35088.51035976985,587.87171184795
High,MediumHigh,100,Low,20,100,35088.51035976985,587.87171184795
High,MediumHigh,100,Low,50,0,36711.28392523105,587.87171184795
High,MediumHigh,100,Low,50,25,36711.28392523105,587.87171184795
High,MediumHigh,100,Low,50,50,36711.28392523105,587.87171184795
High,MediumHigh,100,Low,50,75,36711.28392523105,587.87171184795
High,MediumHigh,100,Low,50,100,36711.28392523105,587.87171184795
High,MediumHigh,100,Low,83,0,38496.33484723864,587.87171184795
High,MediumHigh,100,Low,83,25,38496.33484723864,587.87171184795
High,MediumHigh,100,Low,83,50,38496.33484723864,587.87171184795
High,MediumHigh,100,Low,83,75,38496.33484723864,587.87171184795
High,MediumHigh,100,Low,83,100,38496.33484723864,587.87171184795
High,MediumHigh,25,High,0,0,34008.940782315854,587.87171184795
High,MediumHigh,25,High,0,25,34008.370915769076,587.87171184795
High,MediumHigh,25,High,0,50,34007.801049222304,587.87171184795
High,MediumHigh,25,High,0,75,34007.231182675525,587.87171184795
High,MediumHigh,25,High,0,100,34006.66131612875,587.87171184795
High,MediumHigh,25,High,20,0,35090.78982595695,587.87171184795
High,MediumHigh,25,High,20,25,35090.21995941017,587.87171184795
High,MediumHigh,25,High,20,50,35089.6500928634,587.87171184795
High,MediumHigh,25,High,20,75,35089.08022631662,587.87171184795
High,MediumHigh,25,High,20,100,35088.51035976985,587.87171184795
High,MediumHigh,25,High,50,0,36713.56339141815,587.87171184795
High,MediumHigh,25,High,50,25,36712.993524871374,587.87171184795
High,MediumHigh,25,High,50,50,36712.4236583246,587.87171184795
High,MediumHigh,25,High,50,75,36711.85379177782,587.87171184795
High,MediumHigh,25,High,50,100,36711.28392523105,587.87171184795
High,MediumHigh,25,High,83,0,38498.61431342574,587.87171184795
High,MediumHigh,25,High,83,25,38498.044446878965,587.87171184795
High,MediumHigh,25,High,83,50,38497.47458033219,587.87171184795
High,MediumHigh,25,High,83,75,38496.904713785414,587.87171184795
High,MediumHigh,25,High,83,100,38496.33484723864,587.87171184795
High,MediumHigh,25,Low,0,0,34006.52639618072,587.87171184795
High,MediumHigh,25,Low,0,25,34006.56012616773,587.87171184795
High,MediumHigh,25,Low,0,50,34006.59385615474,587.87171184795
High,MediumHigh,25,Low,0,75,34006.627586141745,587.87171184795
High,MediumHigh,25,Low,0,100,34006.66131612875,587.87171184795
High,MediumHigh,25,Low,20,0,35088.375439821815,587.87171184795
High,MediumHigh,25,Low,20,25,35088.40916980882,587.87171184795
High,MediumHigh,25,Low,20,50,35088.44289979583,587.87171184795
High,MediumHigh,25,Low,20,75,35088.47662978284,587.87171184795
High,MediumHigh,25,Low,20,100,35088.51035976985,587.87171184795
High,MediumHigh,25,Low,50,0,36711.14900528302,587.87171184795
High,MediumHigh,25,Low,50,25,36711.18273527003,587.87171184795
High,MediumHigh,25,Low,50,50,36711.216465257035,587.87171184795
High,MediumHigh,25,Low,50,75,36711.25019524404,587.87171184795
High,MediumHigh,25,Low,50,100,36711.28392523105,587.87171184795
High,MediumHigh,25,Low,83,0,38496.19992729061,587.87171184795
High,MediumHigh,25,Low,83,25,38496.23365727762,587.87171184795
High,MediumHigh,25,Low,83,50,38496.26738726463,587.87171184795
High,MediumHigh,25,Low,83,75,38496.301117251634,587.87171184795
High,MediumHigh,25,Low,83,100,38496.33484723864,587.87171184795
High,MediumHigh,50,High,0,0,34008.180960253485,587.87171184795
High,MediumHigh,50,High,0,25,34007.801049222304,587.87171184795
High,MediumHigh,50,High,0,50,34007.42113819112,587.87171184795
High,MediumHigh,50,High,0,75,34007.041227159934,587.87171184795
High,MediumHigh,50,High,0,100,34006.66131612875,587.87171184795
High,MediumHigh,50,High,20,0,35090.03000389458,587.87171184795
High,MediumHigh,50,High,20,25,35089.6500928634,587.87171184795
High,MediumHigh,50,High,20,50,35089.27018183222,587.87171184795
High,MediumHigh,50,High,20,75,35088.89027080103,587.87171184795
High,MediumHigh,50,High,20,100,35088.51035976985,587.87171184795
High,MediumHigh,50,High,50,0,36712.80356935578,587.87171184795
High,MediumHigh,50,High,50,25,36712.4236583246,587.87171184795
High,MediumHigh,50,High,50,50,36712.04374729342,587.87171184795
High,MediumHigh,50,High,50,75,36711.66383626223,587.87171184795
High,MediumHigh,50,High,50,100,36711.28392523105,587.87171184795
High,MediumHigh,50,High,83,0,38497.854491363374,587.87171184795
High,MediumHigh,50,High,83,25,38497.47458033219,587.87171184795
High,MediumHigh,50,High,83,50,38497.09466930101,587.87171184795
High,MediumHigh,50,High,83,75,38496.71475826982,587.87171184795
High,MediumHigh,50,High,83,100,38496.33484723864,587.87171184795
High,MediumHigh,50,Low,0,0,34006.571369496734,587.87171184795
High,MediumHigh,50,Low,0,25,34006.59385615474,587.87171184795
High,MediumHigh,50,Low,0,50,34006.61634281274,587.87171184795
High,MediumHigh,50,Low,0,75,34006.63882947075,587.87171184795
High,MediumHigh,50,Low,0,100,34006.66131612875,587.87171184795
High,MediumHigh,50,Low,20,0,35088.42041313783,587.87171184795
High,MediumHigh,50,Low,20,25,35088.44289979583,587.87171184795
High,MediumHigh,50,Low,20,50,35088.465386453834,587.87171184795
High,MediumHigh,50,Low,20,75,35088.487873111844,587.87171184795
High,MediumHigh,50,Low,20,100,35088.51035976985,587.87171184795
High,MediumHigh,50,Low,50,0,36711.19397859903,587.87171184795
High,MediumHigh,50,Low,50,25,36711.216465257035,587.87171184795
High,MediumHigh,50,Low,50,50,36711.23895191504,587.87171184795
High,MediumHigh,50,Low,50,75,36711.26143857305,587.87171184795
High,MediumHigh,50,Low,50,100,36711.28392523105,587.87171184795
High,MediumHigh,50,Low,83,0,38496.24490060662,587.87171184795
High,MediumHigh,50,Low,83,25,38496.26738726463,587.87171184795
High,MediumHigh,50,Low,83,50,38496.28987392263,587.87171184795
High,MediumHigh,50,Low,83,75,38496.31236058064,587.87171184795
High,MediumHigh,50,Low,83,100,38496.33484723864,587.87171184795
High,MediumHigh,75,High,0,0,34007.42113819112,587.87171184795
High,MediumHigh,75,High,0,25,34007.231182675525,587.87171184795
High,MediumHigh,75,High,0,50,34007.041227159934,587.87171184795
High,MediumHigh,75,High,0,75,34006.851271644344,587.87171184795
High,MediumHigh,75,High,0,100,34006.66131612875,587.87171184795
High,MediumHigh,75,High,20,0,35089.27018183222,587.87171184795
High,MediumHigh,75,High,20,25,35089.08022631662,587.87171184795
High,MediumHigh,75,High,20,50,35088.89027080103,587.87171184795
High,MediumHigh,75,High,20,75,35088.70031528544,587.87171184795
High,MediumHigh,75,High,20,100,35088.51035976985,587.87171184795
High,MediumHigh,75,High,50,0,36712.04374729342,587.87171184795
High,MediumHigh,75,High,50,25,36711.85379177782,587.87171184795
High,MediumHigh,75,High,50,50,36711.66383626223,587.87171184795
High,MediumHigh,75,High,50,75,36711.47388074664,587.87171184795
High,MediumHigh,75,High,50,100,36711.28392523105,587.87171184795
High,MediumHigh,75,High,83,0,38497.09466930101,587.87171184795
High,MediumHigh,75,High,83,25,38496.904713785414,587.87171184795
High,MediumHigh,75,High,83,50,38496.71475826982,587.87171184795
High,MediumHigh,75,High,83,75,38496.52480275423,587.87171184795
High,MediumHigh,75,High,83,100,38496.33484723864,587.87171184795
High,MediumHigh,75,Low,0,0,34006.61634281274,587.87171184795
High,MediumHigh,75,Low,0,25,34006.627586141745,587.87171184795
High,MediumHigh,75,Low,0,50,34006.63882947075,587.87171184795
High,MediumHigh,75,Low,0,75,34006.65007279975,587.87171184795
High,MediumHigh,75,Low,0,100,34006.66131612875,587.87171184795
High,MediumHigh,75,Low,20,0,35088.465386453834,587.87171184795
High,MediumHigh,75,Low,20,25,35088.47662978284,587.87171184795
High,MediumHigh,75,Low,20,50,35088.487873111844,587.87171184795
High,MediumHigh,75,Low,20,75,35088.49911644084,587.87171184795
High,MediumHigh,75,Low,20,100,35088.51035976985,587.87171184795
High,MediumHigh,75,Low,50,0,36711.23895191504,587.87171184795
High,MediumHigh,75,Low,50,25,36711.25019524404,587.87171184795
High,MediumHigh,75,Low,50,50,36711.26143857305,587.87171184795
High,MediumHigh,75,Low,50,75,36711.272681902046,587.87171184795
High,MediumHigh,75,Low,50,100,36711.28392523105,587.87171184795
High,MediumHigh,75,Low,83,0,38496.28987392263,587.87171184795
High,MediumHigh,75,Low,83,25,38496.301117251634,587.87171184795
High,MediumHigh,75,Low,83,50,38496.31236058064,587.87171184795
High,MediumHigh,75,Low,83,75,38496.32360390964,587.87171184795
High,MediumHigh,75,Low,83,100,38496.33484723864,587.87171184795
High,MediumLow,0,High,0,0,35534.59936231189,635.3967956509296
High,MediumLow,0,High,0,25,35533.81760015399,635.3967956509296
High,MediumLow,0,High,0,50,35533.03583799608,635.3967956509296
High,MediumLow,0,High,0,75,35532.25407583818,635.3967956509296
High,MediumLow,0,High,0,100,35531.47231368027,635.3967956509296
High,MediumLow,0,High,20,0,36616.448405952986,635.3967956509296
High,MediumLow,0,High,20,25,36615.666643795084,635.3967956509296
High,MediumLow,0,High,20,50,36614.884881637176,635.3967956509296
High,MediumLow,0,High,20,75,36614.103119479274,635.3967956509296
High,MediumLow,0,High,20,100,36613.321357321365,635.3967956509296
High,MediumLow,0,High,50,0,38239.22197141419,635.3967956509296
High,MediumLow,0,High,50,25,38238.44020925629,635.3967956509296
High,MediumLow,0,High,50,50,38237.65844709838,635.3967956509296
High,MediumLow,0,High,50,75,38236.87668494048,635.3967956509296
High,MediumLow,0,High,50,100,38236.09492278257,635.3967956509296
High,MediumLow,0,High,83,0,40024.27289342178,635.3967956509296
High,MediumLow,0,High,83,25,40023.49113126388,635.3967956509296
High,MediumLow,0,High,83,50,40022.70936910597,635.3967956509296
High,MediumLow,0,High,83,75,40021.92760694807,635.3967956509296
High,MediumLow,0,High,83,100,40021.14584479016,635.3967956509296
High,MediumLow,0,Low,0,0,35531.260936631836,635.3967956509296
High,MediumLow,0,Low,0,25,35531.31378089394,635.3967956509296
High,MediumLow,0,Low,0,50,35531.36662515605,635.3967956509296
High,MediumLow,0,Low,0,75,35531.419469418164,635.3967956509296
High,MediumLow,0,Low,0,100,35531.47231368027,635.3967956509296
High,MediumLow,0,Low,20,0,36613.10998027293,635.3967956509296
High,MediumLow,0,Low,20,25,36613.16282453504,635.3967956509296
High,MediumLow,0,Low,20,50,36613.215668797144,635.3967956509296
High,MediumLow,0,Low,20,75,36613.26851305926,635.3967956509296
High,MediumLow,0,Low,20,100,36613.321357321365,635.3967956509296
High,MediumLow,0,Low,50,0,38235.883545734134,635.3967956509296
High,MediumLow,0,Low,50,25,38235.93638999624,635.3967956509296
High,MediumLow,0,Low,50,50,38235.98923425835,635.3967956509296
High,MediumLow,0,Low,50,75,38236.04207852046,635.3967956509296
High,MediumLow,0,Low,50,100,38236.09492278257,635.3967956509296
High,MediumLow,0,Low,83,0,40020.934467741725,635.3967956509296
High,MediumLow,0,Low,83,25,40020.98731200383,635.3967956509296
High,MediumLow,0,Low,83,50,40021.04015626594,635.3967956509296
High,MediumLow,0,Low,83,75,40021.09300052805,635.3967956509296
High,MediumLow,0,Low,83,100,40021.14584479016,635.3967956509296
High,MediumLow,100,High,0,0,35531.47231368027,635.3967956509296
High,MediumLow,100,High,0,25,35531.47231368027,635.3967956509296
High,MediumLow,100,High,0,50,35531.47231368027,635.3967956509296
High,MediumLow,100,High,0,75,35531.47231368027,635.3967956509296
High,MediumLow,100,High,0,100,35531.47231368027,635.3967956509296
High,MediumLow,100,High,20,0,36613.321357321365,635.3967956509296
High,MediumLow,100,High,20,25,36613.321357321365,635.3967956509296
High,MediumLow,100,High,20,50,36613.321357321365,635.3967956509296
High,MediumLow,100,High,20,75,36613.321357321365,635.3967956509296
High,MediumLow,100,High,20,100,36613.321357321365,635.3967956509296
High,MediumLow,100,High,50,0,38236.09492278257,635.3967956509296
High,MediumLow,100,High,50,25,38236.09492278257,635.3967956509296
High,MediumLow,100,High,50,50,38236.09492278257,635.3967956509296
High,MediumLow,100,High,50,75,38236.09492278257,635.3967956509296
High,MediumLow,100,High,50,100,38236.09492278257,635.3967956509296
High,MediumLow,100,High,83,0,40021.14584479016,635.3967956509296
High,MediumLow,100,High,83,25,40021.14584479016,635.3967956509296
High,MediumLow,100,High,83,50,40021.14584479016,635.3967956509296
High,MediumLow,100,High,83,75,40021.14584479016,635.3967956509296
High,MediumLow,100,High,83,100,40021.14584479016,635.3967956509296
High,MediumLow,100,Low,0,0,35531.47231368027,635.3967956509296
High,MediumLow,100,Low,0,25,35531.47231368027,635.3967956509296
High,MediumLow,100,Low,0,50,35531.47231368027,635.3967956509296
High,MediumLow,100,Low,0,75,35531.47231368027,635.3967956509296
High,MediumLow,100,Low,0,100,35531.47231368027,635.3967956509296
High,MediumLow,100,Low,20,0,25606.1557942363,632.6528358183128
High,MediumLow,100,Low,20,25,25606.1557942363,632.6528358183128
High,MediumLow,100,Low,20,50,25606.1557942363,632.6528358183128
High,MediumLow,100,Low,20,75,25606.1557942363,632.6528358183128
High,MediumLow,100,Low,20,100,25606.1557942363,632.6528358183128
High,MediumLow,100,Low,50,0,38236.09492278257,635.3967956509296
High,MediumLow,100,Low,50,25,38236.09492278257,635.3967956509296
High,MediumLow,100,Low,50,50,38236.09492278257,635.3967956509296
High,MediumLow,100,Low,50,75,38236.09492278257,635.3967956509296
High,MediumLow,100,Low,50,100,38236.09492278257,635.3967956509296
High,MediumLow,100,Low,83,0,40021.14584479016,635.3967956509296
High,MediumLow,100,Low,83,25,40021.14584479016,635.3967956509296
High,MediumLow,100,Low,83,50,40021.14584479016,635.3967956509296
High,MediumLow,100,Low,83,75,40021.14584479016,635.3967956509296
High,MediumLow,100,Low,83,100,40021.14584479016,635.3967956509296
High,MediumLow,25,High,0,0,35533.81760015399,635.3967956509296
High,MediumLow,25,High,0,25,35533.23127853556,635.3967956509296
High,MediumLow,25,High,0,50,35532.64495691713,635.3967956509296
High,MediumLow,25,High,0,75,35532.0586352987,635.3967956509296
High,MediumLow,25,High,0,100,35531.47231368027,635.3967956509296
High,MediumLow,25,High,20,0,36615.666643795084,635.3967956509296
High,MediumLow,25,High,20,25,36615.080322176655,635.3967956509296
High,MediumLow,25,High,20,50,36614.494000558225,635.3967956509296
High,MediumLow,25,High,20,75,36613.907678939795,635.3967956509296
High,MediumLow,25,High,20,100,36613.321357321365,635.3967956509296
High,MediumLow,25,High,50,0,38238.44020925629,635.3967956509296
High,MediumLow,25,High,50,25,38237.85388763786,635.3967956509296
High,MediumLow,25,High,50,50,38237.26756601943,635.3967956509296
High,MediumLow,25,High,50,75,38236.681244401,635.3967956509296
High,MediumLow,25,High,50,100,38236.09492278257,635.3967956509296
High,MediumLow,25,High,83,0,40023.49113126388,635.3967956509296
High,MediumLow,25,High,83,25,40022.90480964545,635.3967956509296
High,MediumLow,25,High,83,50,40022.31848802702,635.3967956509296
High,MediumLow,25,High,83,75,40021.73216640859,635.3967956509296
High,MediumLow,25,High,83,100,40021.14584479016,635.3967956509296
High,MediumLow,25,Low,0,0,35531.31378089394,635.3967956509296
High,MediumLow,25,Low,0,25,35531.353414090525,635.3967956509296
High,MediumLow,25,Low,0,50,35531.39304728711,635.3967956509296
High,MediumLow,25,Low,0,75,35531.43268048369,635.3967956509296
High,MediumLow,25,Low,0,100,35531.47231368027,635.3967956509296
High,MediumLow,25,Low,20,0,36613.16282453504,635.3967956509296
High,MediumLow,25,Low,20,25,36613.20245773162,635.3967956509296
High,MediumLow,25,Low,20,50,36613.2420909282,635.3967956509296
